Station ID,Geogr1,Geogr2,Name,Year,Month,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Avg
14067ABE,-0.74717,6.680267,Abetifi,2022,3,6:00,92,87,91,94,91,97,84,93,83,85,95,92,92,92,90,94,90,93,94,89,92,93,93,92,96,96,95,95,93,93,94,91.93333333
04003NAV,-1.083188,10.878416,Navrongo,2022,3,15:00,38,27,14,17,25,17,14,18,12,15,13,31,30,36,29,37,39,30,33,37,38,24,30,36,39,30,30,24,17,27,23,26.4
01018WEN,-2.1,7.75,Wenchi,2022,3,15:00,53,67,44,47,44,53,48,43,32,54,50,51,59,55,50,52,55,45,53,58,59,55,55,55,53,51,60,53,55,53,55,52.13333333
23016ACC,-0.168014,5.609834,KIAMO-Accra,2022,3,6:00,82,78,81,85,88,85,91,89,87,83,81,90,81,85,89,87,84,87,90,89,84,85,89,89,92,84,85,90,88,86,89,86.36666667
23016ACC,-0.168014,5.609834,KIAMO-Accra,2022,3,15:00,65,58,58,66,53,64,67,65,65,65,64,65,65,56,70,62,63,65,63,65,70,71,69,60,60,71,61,63,73,67,65,64.3
01013WA-,-2.5,10.05,Wa,2022,3,15:00,63,60,26,17,22,20,16,15,14,15,18,28,38,34,35,35,51,35,37,43,42,32,39,46,41,40,27,32,14,39,35,31.53333333
17009KSI,-1.591642,6.716932,Kumasi,2022,3,6:00,87,87,91,88,85,91,87,88,86,85,84,90,90,92,86,91,88,80,88,90,84,92,91,88,92,91,90,83,91,88,90,88.23333333
23024TEM,0.001579,5.632253,Tema,2022,3,15:00,76,70,69,74,71,75,73,74,76,74,69,64,71,64,76,69,71,72,67,71,72,73,73,68,67,76,73,69,73,72,71,71.23333333
01032SUN,-2.329861,7.359216,Sunyani,2022,3,15:00,39,47,40,47,49,49,57,57,61,54,54,58,62,60,67,60,60,65,54,53,55,58,60,57,50,60,64,56,52,53,56,55.83333333
23024TEM,0.001579,5.632253,Tema,2022,3,6:00,87,78,80,88,86,86,89,89,89,83,78,86,81,82,89,85,82,85,87,85,84,84,84,85,85,83,84,88,84,83,80,84.4
01018WEN,-2.1,7.75,Wenchi,2022,3,6:00,87,87,84,84,80,86,88,88,63,84,92,84,92,84,84,92,88,88,72,96,96,85,88,86,80,88,88,93,92,92,91,86.5
04003NAV,-1.083188,10.878416,Navrongo,2022,3,6:00,59,64,57,31,37,30,62,23,29,30,35,31,57,71,66,53,53,65,49,63,63,78,67,63,67,75,69,40,23,33,43,50.9
07000BOL,-2.4833,9.0333,Bole,2022,3,6:00,71,77,88,71,61,68,78,70,44,49,71,70,78,81,78,79,75,91,71,92,78,84,87,78,74,92,84,81,74,82,78,76.13333333
07006TLE,-0.862408,9.55385,Tamale,2022,3,6:00,35,73,70,59,70,71,74,56,32,26,62,68,71,88,76,71,72,88,69,78,64,75,71,65,61,68,64,77,49,61,63,66.4
22050KDA,0.270833,6.086389,Koforidua,2022,3,6:00,90,86,92,88,92,92,92,93,92,90,88,92,92,92,88,91,88,90,91,92,88,91,89,88,92,88,92,92,91,91,91,90.46666667
22050KDA,-0.25,6.0833,Koforidua,2022,3,6:00,90,86,92,88,92,92,92,93,92,90,88,92,92,92,88,91,88,90,91,92,88,91,89,88,92,88,92,92,91,91,91,90.46666667
22050KDA,-0.25,6.0833,Koforidua,2022,3,6:00,90,86,92,88,92,92,92,93,92,90,88,92,92,92,88,91,88,90,91,92,88,91,89,88,92,88,92,92,91,91,91,90.46666667
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2021,3,15:00,50,50,49,51,52,56,59,54,64,58,58,61,65,63,54,58,59,76,49,58,58,60,60,70,60,51,66,59,61,58,59,58.53333333
14067ABE,-0.74717,6.680267,Abetifi,2021,3,6:00,94,88,94,95,94,86,86,93,92,88,71,93,90,92,58,97,87,81,96,91,93,90,85,72,87,68,92,94,93,95,95,87.86666667
04003NAV,-1.083188,10.878416,Navrongo,2021,3,15:00,16,16,19,19,24,32,31,29,29,30,28,31,24,21,23,19,24,33,32,36,36,28,27,17,27,26,41,22,17,16,16,25.76666667
01018WEN,-2.1,7.75,Wenchi,2021,3,15:00,36,41,35,41,49,38,47,55,51,48,46,59,46,53,55,56,55,58,50,52,52,54,62,57,46,42,60,56,52,44,46,50.2
01013WA-,-2.5,10.05,Wa,2021,3,15:00,18,17,21,21,39,35,41,37,34,34,21,21,28,21,22,33,37,27,35,40,50,44,38,38,33,27,41,36,17,16,18,30.73333333
23016ACC,-0.168014,5.609834,KIAMO-Accra,2021,3,6:00,90,91,89,89,89,89,85,91,88,84,78,89,80,79,88,89,85,88,85,85,90,88,89,86,88,88,89,91,91,92,92,87.5
23016ACC,-0.168014,5.609834,KIAMO-Accra,2021,3,15:00,62,65,63,68,63,65,58,65,60,63,68,62,67,65,59,60,65,63,58,63,60,69,49,59,65,66,62,66,64,64,68,63.06666667
17009KSI,-1.591642,6.716932,Kumasi,2021,3,6:00,89,90,87,85,77,87,88,88,91,92,92,91,91,89,93,92,87,84,93,79,88,89,78,93,91,93,89,92,91,91,89,88.66666667
01018WEN,-2.1,7.75,Wenchi,2021,3,6:00,88,84,74,83,83,80,72,78,92,88,88,89,87,88,92,92,92,84,87,76,92,89,92,91,90,93,87,88,88,92,91,86.73333333
08010YDI,-0.0167,9.45,Yendi,2021,3,6:00,44,33,47,51,72,72,69,75,79,76,79,81,88,86,96,77,75,78,89,75,78,75,75,75,78,83,78,78,51,40,50,71.96666667
08010YDI,-0.0167,9.45,Yendi,2021,3,15:00,18,16,29,32,35,36,42,34,38,41,40,49,66,33,28,39,44,55,42,40,39,40,41,37,41,35,46,20,18,23,24,36.76666667
15076AKA,0.8,6.1167,Akatsi,2021,3,15:00,53,59,57,71,55,55,55,57,57,51,69,57,64,85,57,43,56,68,58,54,52,54,49,60,59,55,54,92,62,62,69,59.86666667
04003NAV,-1.083188,10.878416,Navrongo,2021,3,6:00,35,24,32,41,40,54,57,60,58,65,50,69,30,42,41,39,78,35,69,60,65,56,54,36,66,65,50,79,27,26,29,49.9
22050KDA,0.270833,6.086389,Koforidua,2021,3,6:00,92,91,92,92,91,93,90,95,92,93,90,92,92,88,88,90,90,91,92,92,91,92,89,94,92,92,91,93,94,92,91,91.5
22050KDA,-0.25,6.0833,Koforidua,2021,3,6:00,92,91,92,92,91,93,90,95,92,93,90,92,92,88,88,90,90,91,92,92,91,92,89,94,92,92,91,93,94,92,91,91.5
22050KDA,-0.25,6.0833,Koforidua,2021,3,6:00,92,91,92,92,91,93,90,95,92,93,90,92,92,88,88,90,90,91,92,92,91,92,89,94,92,92,91,93,94,92,91,91.5
14004EJU,-1.3667,7.3833,Ejura,2022,3,15:00,44,49,37,51,52,51,56,50,35,33,44,47,50,53,56,56,55,51,43,54,59,52,55,55,55,53,56,60,55,60,57,51.33333333
14004EJU,-1.3667,7.3833,Ejura,2022,3,15:00,44,49,37,51,52,51,56,50,35,33,44,47,50,53,56,56,55,51,43,54,59,52,55,55,55,53,56,60,55,60,57,51.33333333
14004EJU,-1.3667,7.3833,Ejura,2022,3,15:00,44,49,37,51,52,51,56,50,35,33,44,47,50,53,56,56,55,51,43,54,59,52,55,55,55,53,56,60,55,60,57,51.33333333
17036KUM,-1.6,6.7167,Kumasi,2022,3,15:00,53,60,53,65,64,63,62,73,54,65,57,66,64,68,65,65,66,59,58,57,62,63,60,57,59,56,66,58,56,58,62,61.36666667
17036KUM,-1.6,6.7167,Kumasi,2022,3,15:00,53,60,53,65,64,63,62,73,54,65,57,66,64,68,65,65,66,59,58,57,62,63,60,57,59,56,66,58,56,58,62,61.36666667
04026VEA,-0.85,10.8667,Vea,2022,3,6:00,53,50,50,74,50,38,70,26,19,28,22,41,60,63,56,52,58,66,50,60,65,80,63,68,64,70,51,31,18,31,64,51.26666667
04026VEA,-0.85,10.8667,Vea,2022,3,15:00,13,15,13,13,27,22,12,10,13,11,8,41,34,26,23,41,34,29,35,32,31,20,23,29,32,24,23,16,16,29,23,23.5
04031GAR,-0.1833,10.85,Garu,2022,3,6:00,73,61,63,62,51,53,60,54,22,38,41,61,64,62,61,55,66,67,64,70,65,69,61,65,66,77,65,29,19,24,55,55.66666667
04031GAR,-0.1833,10.85,Garu,2022,3,15:00,33,20,35,13,31,33,23,17,15,16,24,45,37,38,29,39,24,76,33,39,34,34,40,39,34,32,28,13,10,20,26,29.9
01032SUN,-2.329861,7.359216,Sunyani,2023,3,6:00,90,91,92,92,93,82,88,92,87,91,93,87,92,93,89,92,94,96,91,90,91,88,96,87,90,96,84,92,87,93,82,90.36666667
01032SUN,-2.329861,7.359216,Sunyani,2023,3,15:00,46,49,48,58,55,47,55,49,53,54,55,53,53,53,55,58,53,60,55,57,58,63,52,62,54,57,56,54,62,58,60,55.2
23022SAL,-1.0667,5.2,Saltpond,2023,3,15:00,78,75,81,77,76,76,80,82,79,83,80,87,76,79,72,74,82,76,71,75,74,95,70,89,79,72,76,74,78,77,74,77.96666667
23022SAL,-1.0667,5.2,Saltpond,2023,3,6:00,97,95,97,94,97,97,96,98,98,93,98,94,98,98,98,96,95,91,96,96,97,97,98,97,99,98,95,98,98,96,98,96.53333333
08010YDI,-0.0167,9.45,Yendi,2023,3,15:00,31,22,38,35,33,28,39,32,43,32,32,35,36,41,35,23,32,39,48,45,48,73,49,45,42,46,47,44,41,38,39,39.33333333
23003TDI,-1.774393,4.893534,Takoradi,2023,3,6:00,95,90,95,91,95,95,92,97,95,88,96,92,94,93,96,94,93,95,95,96,95,94,94,94,98,96,92,94,95,93,94,94.03333333
23003TDI,-1.774393,4.893534,Takoradi,2023,3,15:00,74,63,75,72,76,74,74,79,75,82,75,77,72,72,69,73,79,76,73,74,74,75,74,96,76,74,73,73,74,73,78,75
07000BOL,-2.4833,9.0333,Bole,2023,3,6:00,81,66,74,78,77,68,81,72,74,75,62,75,74,70,79,74,72,77,84,78,80,92,84,88,88,85,74,78,86,82,77,77.46666667
07003AKU,0.11928,6.094506,Akuse,2021,3,15:00,44,53,52,85,86,51,50,82,73,56,56,56,53,73,41,52,56,56,52,52,52,58,60,64,63,58,58,88,61,61,60,60.6
14004EJU,-1.3667,7.3833,Ejura,2021,3,15:00,35,36,36,37,30,45,46,44,49,45,45,56,59,61,64,49,55,60,47,48,48,50,46,49,54,45,49,51,43,41,31,47.3
14004EJU,-1.3667,7.3833,Ejura,2021,3,15:00,35,36,36,37,30,45,46,44,49,45,45,56,59,61,64,49,55,60,47,48,48,50,46,49,54,45,49,51,43,41,31,47.3
14004EJU,-1.3667,7.3833,Ejura,2021,3,15:00,35,36,36,37,30,45,46,44,49,45,45,56,59,61,64,49,55,60,47,48,48,50,46,49,54,45,49,51,43,41,31,47.3
14067ABE,-0.74717,6.680267,Abetifi,2022,3,15:00,53,52,53,85,69,63,63,67,51,53,57,66,67,79,69,64,60,58,62,58,63,63,60,61,59,70,68,65,51,66,63,62.83333333
07006TLE,-0.862408,9.55385,Tamale,2022,3,15:00,39,26,21,27,37,38,35,13,15,18,28,40,37,47,41,43,41,43,41,39,57,34,37,40,34,27,28,26,29,34,33,33.63333333
17009KSI,-1.591642,6.716932,Kumasi,2022,3,15:00,41,49,45,59,56,53,52,59,40,56,53,56,53,59,56,58,57,52,52,52,54,55,52,54,54,61,58,54,48,55,60,54.06666667
07000BOL,-2.4833,9.0333,Bole,2022,3,15:00,67,65,34,28,34,40,32,18,16,24,28,43,41,44,43,43,58,35,46,45,45,44,46,44,45,43,38,36,29,41,44,39.06666667
01000BAB,-2.816667,10.5167,Babile,2022,3,15:00,48,61,29,22,23,23,21,21,22,22,17,29,38,40,38,27,35,34,33,35,34,24,29,32,43,30,24,21,11,27,29,29.13333333
01000BAB,-2.816667,10.5167,Babile,2022,3,6:00,62,68,84,96,51,53,54,41,38,49,41,42,68,70,65,65,51,67,59,64,71,84,77,71,64,70,64,62,49,56,62,61.86666667
22050KDA,0.270833,6.086389,Koforidua,2022,3,15:00,54,55,50,60,63,65,51,56,62,62,54,67,55,49,58,69,55,52,84,50,50,58,52,54,49,93,59,56,67,53,70,59.26666667
22050KDA,-0.25,6.0833,Koforidua,2022,3,15:00,54,55,50,60,63,65,51,56,62,62,54,67,55,49,58,69,55,52,84,50,50,58,52,54,49,93,59,56,67,53,70,59.26666667
22050KDA,-0.25,6.0833,Koforidua,2022,3,15:00,54,55,50,60,63,65,51,56,62,62,54,67,55,49,58,69,55,52,84,50,50,58,52,54,49,93,59,56,67,53,70,59.26666667
23003TDI,-1.774393,4.893534,Takoradi,2022,3,15:00,72,69,63,64,77,78,77,73,74,68,70,81,74,74,74,64,73,74,76,68,69,76,71,72,73,77,72,71,69,72,68,72.03333333
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2022,3,6:00,88,92,95,89,93,92,91,92,90,94,92,89,91,95,95,96,90,94,89,93,92,89,91,90,90,96,94,94,92,91,92,92.1
07006TLE,-0.862408,9.55385,Tamale,2023,3,6:00,81,45,59,68,65,56,62,58,64,69,59,72,75,63,69,63,68,64,75,72,84,92,88,75,81,78,74,73,81,67,74,69.76666667
07006TLE,-0.862408,9.55385,Tamale,2023,3,15:00,27,10,30,31,29,13,29,21,30,25,31,30,23,19,25,23,29,34,33,36,45,62,51,38,37,36,40,41,43,36,37,32.23333333
01018WEN,-2.1,7.75,Wenchi,2023,3,6:00,84,88,88,84,80,80,92,88,82,82,94,84,94,98,89,82,88,79,77,90,92,89,96,83,90,90,86,92,84,91,84,87.2
07003AKU,0.11928,6.094506,Akuse,2023,3,15:00,79,81,85,86,85,76,79,92,91,85,86,76,86,87,89,93,92,87,90,85,82,85,85,85,88,87,82,85,85,85,92,85.73333333
23016ACC,-0.168014,5.609834,KIAMO-Accra,2023,3,6:00,91,85,90,92,89,85,97,90,92,80,93,81,86,92,92,86,88,89,90,92,92,87,91,88,91,92,85,90,89,89,78,88.7
23016ACC,-0.168014,5.609834,KIAMO-Accra,2023,3,15:00,64,60,73,64,65,60,79,60,64,59,61,77,62,64,63,60,69,73,62,65,58,73,60,75,57,58,73,57,61,60,69,64.7
22050KDA,0.270833,6.086389,Koforidua,2023,3,15:00,46,50,61,73,56,55,73,58,64,66,63,68,56,56,60,57,55,64,48,51,50,62,85,68,57,57,60,52,49,50,64,59.6
22050KDA,-0.25,6.0833,Koforidua,2023,3,15:00,46,50,61,73,56,55,73,58,64,66,63,68,56,56,60,57,55,64,48,51,50,62,85,68,57,57,60,52,49,50,64,59.6
22050KDA,-0.25,6.0833,Koforidua,2023,3,15:00,46,50,61,73,56,55,73,58,64,66,63,68,56,56,60,57,55,64,48,51,50,62,85,68,57,57,60,52,49,50,64,59.6
04015ZUA,-0.8,10.7833,Zuarungu,2023,3,6:00,22,22,28,28,38,38,33,17,61,68,51,51,31,36,35,31,49,49,51,51,51,91,81,81,77,77,77,77,77,72,51,52.66666667
04015ZUA,-0.8,10.7833,Zuarungu,2023,3,15:00,23,24,24,24,14,14,29,7,30,30,39,31,28,15,26,23,32,32,26,26,36,44,29,29,29,31,31,54,34,34,14,27.96666667
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2023,3,6:00,89,89,90,94,92,88,92,89,92,96,96,86,93,92,92,90,92,88,93,92,90,93,92,93,92,91,93,97,88,98,92,91.83333333
01018WEN,-2.1,7.75,Wenchi,2023,3,15:00,43,37,45,51,50,46,48,42,43,41,52,63,43,40,52,49,48,43,48,49,50,66,54,53,54,52,48,45,56,60,54,49.4
04031GAR,-0.1833,10.85,Garu,2023,3,6:00,58,39,30,69,62,31,26,31,66,60,64,70,66,30,25,53,64,55,66,64,69,84,80,77,65,73,73,80,79,66,61,59.26666667
04031GAR,-0.1833,10.85,Garu,2023,3,15:00,15,11,23,29,23,11,13,13,29,32,28,32,22,12,20,20,28,34,30,35,37,62,46,22,33,35,33,37,25,26,25,27.53333333
07003AKU,0.11928,6.094506,Akuse,2023,3,6:00,79,81,85,86,85,76,79,92,91,85,86,76,86,87,89,93,92,87,90,85,82,85,85,85,88,87,82,85,85,85,92,85.73333333
23001AXM,-2.2333,4.8667,Axim,2023,3,6:00,90,92,87,94,95,83,80,93,85,95,89,95,92,84,85,85,85,92,95,84,88,87,96,87,96,91,92,91,89,88,92,89.56666667
01013WA-,-2.5,10.05,Wa,2022,3,6:00,62,66,84,41,51,44,63,30,32,39,55,34,64,71,60,62,66,72,54,88,72,77,78,70,72,69,74,65,30,69,63,60.5
07017HO-,0.4667,6.6,Ho,2022,3,15:00,50,57,49,70,61,57,52,47,54,46,51,54,49,46,51,64,56,55,59,50,44,58,51,50,45,73,58,56,63,57,54,54.56666667
21088ODA,-0.978354,5.929346,Akim Oda,2022,3,6:00,99,98,95,94,97,97,96,98,96,94,89,92,96,96,97,97,96,94,95,96,96,95,96,97,99,95,97,97,96,98,97,95.86666667
21088ODA,-0.978354,5.929346,Akim Oda,2022,3,15:00,57,61,58,62,69,61,61,64,59,64,62,58,60,54,66,62,61,60,62,57,63,68,54,85,60,67,64,63,64,59,63,62.36666667
15076AKA,0.8,6.1167,Akatsi,2022,3,15:00,54,54,57,58,64,58,52,48,81,58,60,59,55,48,59,61,55,50,56,51,54,63,57,47,51,68,55,56,62,63,58,57.26666667
15076AKA,0.8,6.1167,Akatsi,2022,3,6:00,90,93,92,96,94,88,97,91,95,95,92,94,90,94,94,90,93,94,95,97,89,92,93,93,92,89,91,94,91,96,96,93
07017HO-,0.4667,6.6,Ho,2022,3,6:00,94,94,92,91,92,93,90,94,92,92,88,87,87,88,92,92,92,91,92,89,91,87,93,93,92,88,92,89,92,96,92,91.1
04015ZUA,-0.8,10.7833,Zuarungu,2022,3,15:00,32,35,30,28,25,21,40,39,25,28,25,14,36,37,25,32,48,40,37,40,25,25,25,39,38,27,26,11,11,21,25,29.26666667
23003TDI,-1.774393,4.893534,Takoradi,2022,3,6:00,93,88,92,94,94,95,96,96,96,95,92,95,96,94,94,95,92,94,94,95,93,93,91,93,93,92,93,95,92,89,92,93.43333333
04015ZUA,-0.8,10.7833,Zuarungu,2022,3,6:00,57,59,63,66,25,20,20,25,23,25,39,57,57,55,60,63,63,57,50,59,54,63,57,57,63,57,50,29,23,56,69,48.8
04027BOL,-0.8667,10.8,Bolgatanga,2022,3,6:00,57,63,47,24,55,51,25,21,21,24,41,56,61,68,56,61,57,46,53,57,56,70,61,59,68,66,61,19,33,40,51,49.03333333
04027BOL,-0.8667,10.8,Bolgatanga,2022,3,15:00,29,30,28,10,30,24,13,10,7,8,24,28,36,29,28,31,28,25,25,28,36,33,33,34,36,34,36,5,24,26,33,25.73333333
07003AKU,0.11928,6.094506,Akuse,2022,3,6:00,85,90,90,85,96,92,89,89,89,96,92,92,92,94,85,91,95,94,91,92,88,92,93,92,96,87,96,92,96,94,95,91.83333333
07003AKU,0.11928,6.094506,Akuse,2022,3,15:00,42,48,50,88,58,57,50,52,50,57,49,65,54,45,78,62,55,57,52,49,56,61,55,54,48,99,60,63,80,65,76,59.76666667
04026VEA,-0.85,10.8667,Vea,2023,3,15:00,15,19,11,18,16,28,15,11,20,27,27,24,15,11,22,20,16,25,20,27,34,65,48,25,34,43,37,36,34,34,13,25.83333333
14004EJU,-1.3667,7.3833,Ejura,2023,3,15:00,38,42,45,41,41,41,56,38,44,49,49,47,37,74,42,42,53,52,52,53,55,83,47,44,45,45,59,49,55,55,60,49.83333333
14004EJU,-1.3667,7.3833,Ejura,2023,3,15:00,38,42,45,41,41,41,56,38,44,49,49,47,37,74,42,42,53,52,52,53,55,83,47,44,45,45,59,49,55,55,60,49.83333333
14004EJU,-1.3667,7.3833,Ejura,2023,3,15:00,38,42,45,41,41,41,56,38,44,49,49,47,37,74,42,42,53,52,52,53,55,83,47,44,45,45,59,49,55,55,60,49.83333333
07006TLE,-0.862408,9.55385,Tamale,2024,3,6:00,31,62,77,75,66,64,68,77,66,69,59,67,71,75,80,66,67,68,72,72,62,61,64,84,79,74,77,81,85,79,77,71.46666667
07006TLE,-0.862408,9.55385,Tamale,2024,3,15:00,40,35,45,33,37,23,33,32,37,32,38,44,40,53,36,20,30,33,38,40,32,37,42,54,47,49,45,43,34,49,34,38.16666667
15076AKA,0.8,6.1167,Akatsi,2024,3,6:00,86,96,96,88,91,92,95,94,89,86,95,93,93,95,88,93,96,92,93,96,95,88,93,97,93,92,93,92,90,92,92,92.6
15076AKA,0.8,6.1167,Akatsi,2024,3,15:00,65,56,62,52,55,54,64,60,48,51,51,54,63,61,45,56,50,61,58,64,57,57,58,56,52,52,59,52,54,51,51,55.46666667
07003AKU,0.11928,6.094506,Akuse,2024,3,6:00,82,91,87,95,89,89,90,88,91,89,87,89,87,84,81,87,92,86,90,86,89,94,84,89,85,87,89,87,95,86,94,88.56666667
07003AKU,0.11928,6.094506,Akuse,2024,3,15:00,56,54,70,48,48,49,65,50,62,42,48,48,56,59,47,52,52,59,44,52,49,39,55,51,41,44,49,51,57,55,49,51.5
04003NAV,-1.083188,10.878416,Navrongo,2024,3,6:00,21,37,64,69,24,33,35,42,44,63,53,51,61,58,70,52,33,39,24,33,31,34,54,69,67,66,64,65,70,65,60,51
04003NAV,-1.083188,10.878416,Navrongo,2024,3,15:00,15,29,29,24,14,14,14,29,29,27,23,32,35,30,32,30,12,15,19,19,19,32,29,33,36,42,35,26,28,31,26,26.43333333
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2024,3,6:00,91,96,95,96,93,92,96,96,92,94,92,95,93,92,94,96,96,89,97,96,96,95,95,92,93,92,93,94,96,94,94,94.13333333
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2024,3,15:00,57,55,82,54,58,66,85,61,61,54,55,64,66,57,54,56,64,61,66,71,54,65,58,52,61,57,57,66,59,66,58,61.43333333
01032SUN,-2.329861,7.359216,Sunyani,2024,3,6:00,88,87,97,94,94,94,88,93,95,93,90,90,94,86,93,86,90,90,93,93,94,91,92,88,90,91,92,92,93,93,94,91.66666667
01032SUN,-2.329861,7.359216,Sunyani,2024,3,15:00,53,47,66,40,50,62,65,56,61,51,61,64,64,60,47,53,60,62,71,58,60,61,56,47,53,59,61,67,55,66,53,57.86666667
22050KDA,0.270833,6.086389,Koforidua,2024,3,6:00,93,92,84,93,92,91,92,91,90,90,90,81,91,92,91,88,91,88,86,84,93,92,91,89,88,92,90,89,92,91,91,89.83333333
07000BOL,-2.4833,9.0333,Bole,2023,3,15:00,38,17,33,28,38,31,26,15,30,28,44,28,35,26,34,25,35,31,39,27,43,62,48,41,43,40,46,42,48,44,28,35.16666667
14067ABE,-0.74717,6.680267,Abetifi,2023,3,6:00,92,83,95,84,93,88,94,87,92,84,95,56,84,90,94,92,96,93,93,88,94,92,92,96,94,87,92,96,95,96,80,89.83333333
14067ABE,-0.74717,6.680267,Abetifi,2023,3,15:00,52,59,82,57,57,59,72,62,71,69,63,68,61,64,61,66,58,63,53,54,56,84,63,77,63,66,73,57,65,66,65,64.46666667
17009KSI,-1.591642,6.716932,Kumasi,2023,3,6:00,85,80,95,84,88,86,88,78,91,89,92,85,87,89,89,86,90,73,88,91,93,90,93,90,90,89,93,90,87,91,93,88.26666667
17009KSI,-1.591642,6.716932,Kumasi,2023,3,15:00,47,51,50,51,51,58,69,52,61,72,55,60,49,53,52,59,49,56,48,50,52,71,49,60,54,52,54,58,61,52,62,55.7
23024TEM,0.001579,5.632253,Tema,2023,3,15:00,79,72,84,77,73,71,77,75,67,75,76,81,73,70,71,73,71,79,65,64,70,71,70,75,70,68,73,68,70,70,68,72.23333333
08010YDI,-0.0167,9.45,Yendi,2023,3,6:00,74,56,71,82,73,72,80,77,71,71,75,75,84,80,85,73,72,73,92,84,86,93,91,74,84,79,88,81,78,77,81,78.6
04003NAV,-1.083188,10.878416,Navrongo,2023,3,6:00,54,27,30,42,42,37,22,39,36,62,53,53,63,42,51,62,49,50,74,51,64,97,90,88,71,77,69,75,75,68,56,57.16666667
04003NAV,-1.083188,10.878416,Navrongo,2023,3,15:00,15,14,14,27,27,13,16,16,21,27,31,34,26,17,26,27,30,40,34,33,40,65,43,32,33,27,36,40,34,37,53,30.43333333
23024TEM,0.001579,5.632253,Tema,2023,3,6:00,89,85,93,88,89,84,96,92,87,80,92,81,89,90,89,87,85,88,87,87,86,85,88,81,91,90,82,90,89,86,80,87.23333333
21088ODA,-0.978354,5.929346,Akim Oda,2023,3,6:00,96,96,97,97,97,95,90,96,95,97,96,98,98,98,97,95,95,95,97,96,93,99,96,97,98,98,95,98,96,97,96,96.26666667
21088ODA,-0.978354,5.929346,Akim Oda,2023,3,15:00,58,67,68,63,60,57,69,58,63,64,63,78,56,63,58,62,53,67,52,48,50,80,56,75,61,62,75,56,55,57,69,62.16666667
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2023,3,15:00,49,52,51,57,54,57,75,52,60,81,57,67,50,54,53,56,50,64,50,47,51,79,54,53,54,54,61,54,55,59,61,57.4
15076AKA,0.8,6.1167,Akatsi,2023,3,6:00,94,96,98,88,92,94,98,97,98,94,98,89,96,95,96,96,86,96,97,97,95,95,91,99,97,95,94,97,97,96,91,94.93333333
15076AKA,0.8,6.1167,Akatsi,2023,3,15:00,56,57,60,58,57,57,73,66,68,62,66,62,57,57,59,55,58,78,60,62,74,62,56,76,75,70,63,59,64,59,75,63.5
07008KRA,-0.0333,7.8167,Kete-Krachi,2024,3,6:00,76,85,81,83,92,86,85,80,80,85,75,77,82,80,96,80,83,82,89,87,85,85,79,88,91,85,82,87,91,90,88,84.63333333
07008KRA,-0.0333,7.8167,Kete-Krachi,2024,3,15:00,64,52,63,58,54,54,52,50,58,51,52,58,56,58,57,48,53,56,53,51,50,57,61,52,63,64,56,73,61,64,62,56.56666667
01018WEN,-2.1,7.75,Wenchi,2024,3,6:00,85,85,88,96,92,84,82,89,92,92,74,88,92,85,92,74,88,93,90,91,76,80,88,95,81,84,92,92,92,88,83,87.26666667
01018WEN,-2.1,7.75,Wenchi,2024,3,15:00,53,45,61,44,46,49,65,47,51,44,54,62,68,74,46,47,60,55,67,54,46,47,49,42,46,61,57,70,49,51,46,53.43333333
04026VEA,-0.85,10.8667,Vea,2024,3,6:00,45,49,50,70,74,62,65,67,68,67,64,57,60,59,73,45,38,38,31,33,35,31,58,73,65,55,72,77,68,66,72,58.06666667
04026VEA,-0.85,10.8667,Vea,2024,3,15:00,33,37,50,33,35,36,40,50,60,46,67,31,47,31,33,34,41,29,30,18,20,28,30,35,36,37,48,22,18,32,46,36.66666667
04015ZUA,-0.8,10.7833,Zuarungu,2024,3,6:00,68,64,68,79,17,17,14,71,64,67,52,71,71,71,54,54,36,40,21,47,61,62,52,52,61,58,43,37,58,81,81,54.13333333
04015ZUA,-0.8,10.7833,Zuarungu,2024,3,15:00,16,29,34,33,17,16,16,31,35,41,24,24,35,30,34,34,20,21,19,20,20,29,28,31,36,36,34,36,29,29,27,28.26666667
04027BOL,-0.8667,10.8,Bolgatanga,2024,3,6:00,12,73,57,58,68,20,21,68,59,59,58,60,54,50,74,52,49,26,24,17,26,49,53,66,62,53,60,29,58,57,60,50.66666667
04027BOL,-0.8667,10.8,Bolgatanga,2024,3,15:00,8,28,36,31,29,10,8,31,31,29,28,31,31,31,31,21,20,8,7,11,13,31,31,31,35,33,32,21,27,29,20,25.16666667
23024TEM,0.001579,5.632253,Tema,2024,3,6:00,84,85,85,90,82,88,92,89,92,86,88,88,90,87,79,89,90,86,90,87,87,93,85,83,85,89,87,88,85,83,86,87.13333333
23024TEM,0.001579,5.632253,Tema,2024,3,15:00,79,76,64,72,75,75,79,73,62,70,68,65,80,78,73,75,74,75,67,75,70,62,73,68,71,71,74,74,69,62,68,71.26666667
