Station ID,Geogr1,Geogr2,Name,Year,Month,Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,Avg
04027BOL,-0.8667,10.8,Bolgatanga,2016,8,15:00,59,64,72,67,64,92,68,64,69,67,64,77,78,61,72,67,69,81,72,59,62,64,61,58,70,61,74,81,69,67,61,68.5
07000BOL,-2.4833,9.0333,Bole,2016,8,15:00,71,67,74,77,60,87,71,64,68,70,64,91,74,68,71,74,68,73,88,62,56,69,60,96,70,74,98,71,59,66,64,71.8
07003AKU,0.11928,6.094506,Akuse,2016,8,6:00,96,91,96,96,96,94,91,97,97,96,95,92,93,95,87,84,94,96,94,97,96,93,93,96,93,88,94,92,97,96,97,93.86666667
07003AKU,0.11928,6.094506,Akuse,2016,8,15:00,78,83,71,71,63,62,70,75,66,67,64,61,79,60,75,70,71,66,82,90,72,63,62,56,56,70,75,68,72,96,69,70.16666667
07006TLE,-0.862408,9.55385,Tamale,2016,8,6:00,92,90,93,91,96,87,91,92,87,88,91,95,96,91,91,93,91,88,94,94,91,94,89,96,96,93,94,95,93,93,95,92.26666667
07006TLE,-0.862408,9.55385,Tamale,2016,8,15:00,64,65,80,69,63,96,66,73,63,61,61,84,73,63,77,76,77,74,67,77,59,69,61,64,73,67,77,78,70,63,63,70.3
07008KRA,-0.0333,7.8167,Kete-Krachi,2016,8,6:00,96,91,94,94,96,92,92,94,94,94,97,94,98,96,91,94,92,97,96,96,91,91,94,90,92,92,94,98,94,97,98,94.1
07008KRA,-0.0333,7.8167,Kete-Krachi,2016,8,15:00,68,77,70,76,66,79,76,80,74,65,67,91,91,73,81,81,74,76,73,60,79,70,65,68,71,77,94,82,73,88,70,75.56666667
07017HO-,0.4667,6.6,Ho,2016,8,6:00,96,96,97,94,96,92,97,96,96,96,96,94,96,95,96,96,92,95,95,96,96,95,93,95,92,96,95,95,96,95,95,95.13333333
07017HO-,0.4667,6.6,Ho,2016,8,15:00,73,88,72,73,63,66,69,81,68,67,73,69,76,72,88,76,75,68,78,82,74,67,67,64,61,69,82,76,78,69,63,72.46666667
08010YDI,-0.0167,9.45,Yendi,2016,8,6:00,95,94,95,96,96,87,96,94,96,94,94,100,96,97,94,98,97,95,96,95,95,95,92,94,98,99,95,97,94,96,98,95.43333333
08010YDI,-0.0167,9.45,Yendi,2016,8,15:00,67,72,72,73,64,86,73,80,70,67,71,81,72,70,81,87,78,76,66,80,73,69,65,69,97,75,96,72,70,71,67,74.76666667
14067ABE,-0.74717,6.680267,Abetifi,2016,8,15:00,75,92,83,80,80,95,81,79,75,76,84,88,78,75,81,79,83,81,83,77,84,76,72,72,66,80,88,77,71,96,78,80.33333333
14067ABE,-0.74717,6.680267,Abetifi,2016,8,6:00,96,100,100,96,98,96,98,97,99,99,98,98,97,97,97,95,100,96,98,97,100,99,100,96,100,100,96,99,94,99,96,97.83333333
15076AKA,0.8,6.1167,Akatsi,2016,8,6:00,92,93,96,92,96,96,95,96,96,96,90,96,96,94,97,92,92,95,96,96,96,96,92,89,96,96,93,95,98,97,96,94.8
15076AKA,0.8,6.1167,Akatsi,2017,8,6:00,92,96,96,92,92,96,96,89,93,96,96,96,92,92,97,92,96,92,96,96,96,92,96,95,93,96,96,96,96,92,92,94.36666667
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2017,8,6:00,93,94,97,92,93,93,96,96,94,92,92,94,93,96,94,92,92,92,95,93,92,92,92,92,92,96,96,96,95,93,96,93.73333333
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2017,8,15:00,80,74,84,77,89,78,65,75,71,73,64,72,71,71,62,61,67,73,65,59,63,69,67,61,79,69,82,74,79,87,78,71.96666667
17009KSI,-1.591642,6.716932,Kumasi,2017,8,6:00,96,95,100,96,95,100,93,96,96,96,97,96,98,97,97,92,94,98,100,93,92,94,93,97,95,99,100,97,100,93,96,96.16666667
17009KSI,-1.591642,6.716932,Kumasi,2017,8,15:00,70,66,92,72,80,85,67,76,70,77,66,63,77,83,63,75,71,69,66,67,65,75,74,64,73,71,75,78,79,77,79,73.16666667
19004BOB,-1.35,6.6833,Bobiri,2017,8,15:00,86,79,75,77,77,77,73,77,81,80,76,75,79,88,88,77,75,79,81,80,80,81,79,79,77,83,77,76,79,81,75,78.7
21088ODA,-0.978354,5.929346,Akim Oda,2017,8,6:00,91,95,96,96,92,93,95,95,95,93,94,94,92,96,93,93,96,93,95,92,92,91,92,94,93,96,96,95,95,93,96,94.03333333
21088ODA,-0.978354,5.929346,Akim Oda,2017,8,15:00,74,95,82,76,80,78,65,72,66,67,71,73,89,72,66,72,72,72,61,67,64,67,70,69,83,86,85,81,75,83,88,74.9
23001AXM,-2.2333,4.8667,Axim,2017,8,15:00,84,85,87,80,88,80,76,80,77,79,79,83,83,85,80,84,92,89,83,73,76,80,77,78,83,77,75,88,82,83,90,81.73333333
23001AXM,-2.2333,4.8667,Axim,2017,8,15:00,84,85,87,80,88,80,76,80,77,79,79,83,83,85,80,84,92,89,83,73,76,80,77,78,83,77,75,88,82,83,90,81.73333333
23001AXM,-2.2333,4.8667,Axim,2017,8,6:00,92,92,94,92,91,92,96,94,94,95,96,94,93,94,94,97,95,97,96,95,95,92,99,94,96,96,96,95,97,96,97,94.8
23001AXM,-2.2333,4.8667,Axim,2017,8,6:00,92,92,94,92,91,92,96,94,94,95,96,94,93,94,94,97,95,97,96,95,95,92,99,94,96,96,96,95,97,96,97,94.8
23003TDI,-1.774393,4.893534,Takoradi,2017,8,6:00,96,95,98,96,96,96,97,97,96,97,97,97,96,97,96,98,95,94,96,97,96,98,96,97,97,98,97,99,97,96,98,96.66666667
23003TDI,-1.774393,4.893534,Takoradi,2017,8,15:00,83,93,84,93,87,86,80,78,81,86,82,88,84,82,81,78,79,82,78,78,81,80,90,76,84,84,80,85,84,85,82,83.03333333
23016ACC,-0.168014,5.609834,KIAMO-Accra,2017,8,15:00,81,78,78,78,81,74,73,78,78,72,75,73,75,83,71,74,83,74,69,65,74,73,69,74,67,88,75,74,75,85,79,75.5
23016ACC,-0.168014,5.609834,KIAMO-Accra,2017,8,6:00,93,96,91,96,92,93,95,92,95,96,94,98,96,96,92,92,93,92,93,92,93,92,92,92,92,90,98,94,96,98,98,93.96666667
23024TEM,0.001579,5.632253,Tema,2017,8,6:00,94,92,94,95,92,93,93,96,92,97,94,92,94,94,92,88,91,97,96,93,91,93,95,89,87,95,97,90,96,94,97,93.3
23024TEM,0.001579,5.632253,Tema,2017,8,15:00,75,81,85,83,87,79,85,81,88,85,78,81,82,88,82,78,85,84,82,83,85,76,82,79,81,92,85,82,83,85,83,83
23022SAL,-1.0667,5.2,Saltpond,2017,8,15:00,89,98,91,86,88,85,83,87,85,87,88,85,86,89,86,84,90,88,80,83,82,84,85,83,88,90,82,91,85,91,84,86.46666667
01013WA-,-2.5,10.05,Wa,2017,8,15:00,63,81,65,68,88,70,62,74,58,60,63,84,55,83,68,65,61,70,68,59,65,69,62,61,56,86,74,68,54,69,71,67.9
01000BAB,-2.816667,10.5167,Babile,2017,8,6:00,92,88,88,88,92,88,80,88,88,88,88,92,87,88,91,87,88,91,83,84,84,87,87,91,96,91,91,96,96,96,84,88.86666667
01000BAB,-2.816667,10.5167,Babile,2017,8,15:00,62,78,64,60,70,68,56,65,66,54,55,64,58,87,68,65,64,70,72,54,72,71,74,68,64,87,70,63,62,58,65,66.4
04003BOL,-0.85,10.7833,Bolgatanga,2017,8,6:00,92,92,88,88,92,96,88,100,88,96,96,92,88,92,87,84,88,96,91,88,91,96,91,88,88,100,96,88,88,87,96,91.3
04003BOL,-0.85,10.7833,Bolgatanga,2017,8,15:00,67,64,64,61,72,77,66,75,66,70,58,71,56,81,75,64,67,77,78,61,77,72,75,58,64,88,64,64,62,64,69,68.66666667
04001MAN,-0.2667,11.0167,Manga Bawku,2017,8,6:00,100,100,100,96,91,87,83,91,100,96,96,100,100,100,96,100,88,91,91,96,96,96,96,100,91,87,96,96,100,96,100,95.2
04001MAN,-0.2667,11.0167,Manga Bawku,2017,8,6:00,100,100,100,96,91,87,83,91,100,96,96,100,100,100,96,100,88,91,91,96,96,96,96,100,91,87,96,96,100,96,100,95.2
04001MAN,-0.2667,11.0167,Manga Bawku,2017,8,15:00,67,67,61,69,78,78,66,66,67,67,67,67,64,84,75,67,67,78,78,66,68,92,72,72,67,78,78,72,70,67,71,71.3
04001MAN,-0.2667,11.0167,Manga Bawku,2017,8,15:00,67,67,61,69,78,78,66,66,67,67,67,67,64,84,75,67,67,78,78,66,68,92,72,72,67,78,78,72,70,67,71,71.3
04026VEA,-0.85,10.8667,Vea,2017,8,6:00,92,96,96,92,92,96,96,100,92,92,96,96,92,96,96,96,88,96,96,96,92,100,96,96,96,95,96,91,92,91,96,94.7
04026VEA,-0.85,10.8667,Vea,2017,8,15:00,67,67,69,66,64,91,66,66,72,70,60,71,61,77,72,67,66,77,72,56,77,68,69,61,67,84,72,64,64,60,72,68.93333333
04030BIN,-0.3,10.95,Binduri,2017,8,15:00,48,47,54,43,61,50,44,57,48,69,45,44,47,62,47,46,57,44,48,44,48,44,60,58,57,58,58,57,53,53,55,51.93333333
04030BIN,-0.3,10.95,Binduri,2017,8,6:00,82,87,91,82,86,82,82,100,81,91,86,78,82,95,91,86,91,86,82,86,86,87,87,86,91,82,87,82,82,82,82,85.96666667
07017HO-,0.4667,6.6,Ho,2018,8,6:00,95,94,96,96,94,90,91,92,92,91,89,93,98,98,92,95,95,95,96,96,93,94,97,96,96,97,96,96,92,94,96,94.33333333
07017HO-,0.4667,6.6,Ho,2018,8,15:00,60,62,63,71,59,57,65,55,58,62,59,73,84,61,64,74,64,70,67,70,81,82,69,83,85,91,67,72,70,78,71,69.56666667
08010YDI,-0.0167,9.45,Yendi,2018,8,6:00,93,94,95,98,95,96,96,98,95,96,93,91,97,97,97,96,94,96,96,96,97,96,96,97,98,97,98,96,97,98,96,96.06666667
08010YDI,-0.0167,9.45,Yendi,2018,8,15:00,62,63,90,72,72,69,82,66,59,61,60,58,78,86,61,69,73,76,77,70,79,75,73,94,89,73,73,65,75,71,63,72.4
14067ABE,-0.74717,6.680267,Abetifi,2018,8,6:00,98,100,95,95,95,95,95,96,95,98,96,99,96,91,97,96,100,99,95,96,100,99,96,96,98,96,95,98,100,96,99,96.73333333
14067ABE,-0.74717,6.680267,Abetifi,2018,8,15:00,66,74,77,67,61,77,80,63,68,67,68,74,85,71,66,71,69,65,69,78,81,77,77,81,92,79,75,75,76,78,78,73.96666667
15076AKA,0.8,6.1167,Akatsi,2018,8,6:00,96,96,96,96,96,91,89,90,93,90,95,96,93,96,96,96,96,92,96,92,95,96,97,97,96,96,97,96,93,96,94,94.6
23016ACC,-0.168014,5.609834,KIAMO-Accra,2018,8,6:00,88,88,92,88,95,92,86,88,88,89,90,90,88,96,92,93,92,90,92,89,87,96,98,92,97,98,98,92,92,90,93,91.7
23016ACC,-0.168014,5.609834,KIAMO-Accra,2018,8,15:00,62,74,66,69,59,64,68,64,65,76,65,66,88,70,67,70,75,76,74,66,86,82,78,82,81,91,66,67,66,83,73,72.56666667
23024TEM,0.001579,5.632253,Tema,2018,8,6:00,86,87,93,92,89,90,85,90,87,88,88,88,92,96,91,92,91,88,87,88,83,96,90,92,97,97,94,93,91,88,93,90.53333333
23003TDI,-1.774393,4.893534,Takoradi,2018,8,6:00,95,94,96,92,91,93,87,92,93,92,97,96,95,96,96,98,97,98,97,96,93,95,98,97,96,98,95,97,96,96,96,95.1
01018WEN,-2.1,7.75,Wenchi,2017,8,6:00,93,95,97,94,96,92,94,89,92,95,96,96,95,92,96,93,93,95,92,95,92,97,96,96,93,92,96,96,92,97,96,94.33333333
01018WEN,-2.1,7.75,Wenchi,2017,8,15:00,72,72,77,75,81,69,63,85,66,73,62,74,70,98,70,69,75,75,72,64,70,81,76,64,73,78,72,77,74,75,80,73.66666667
17036KUM,-1.6,6.7167,Kumasi,2017,8,15:00,71,71,68,68,71,88,67,77,67,77,67,70,75,82,64,73,77,64,65,64,67,69,70,64,72,70,73,76,70,75,79,71.33333333
17036KUM,-1.6,6.7167,Kumasi,2017,8,15:00,71,71,68,68,71,88,67,77,67,77,67,70,75,82,64,73,77,64,65,64,67,69,70,64,72,70,73,76,70,75,79,71.33333333
23022SAL,-1.0667,5.2,Saltpond,2017,8,6:00,96,98,100,98,97,97,100,98,97,99,99,98,96,98,98,97,96,95,96,96,97,98,97,97,95,97,97,97,98,98,100,97.46666667
04027BOL,-0.8667,10.8,Bolgatanga,2017,8,6:00,92,92,88,88,92,96,88,100,88,96,96,92,88,92,87,84,88,96,91,88,91,96,91,88,88,100,96,88,88,87,96,91.3
04027BOL,-0.8667,10.8,Bolgatanga,2017,8,15:00,67,64,64,61,72,77,66,75,66,70,58,71,56,81,75,64,67,77,78,61,77,72,75,58,64,88,64,64,62,64,69,68.66666667
07000BOL,-2.4833,9.0333,Bole,2017,8,15:00,69,69,77,70,70,70,62,68,77,67,71,91,60,91,70,71,64,76,72,69,71,70,68,64,66,80,71,81,62,76,78,71.73333333
07003AKU,0.11928,6.094506,Akuse,2017,8,6:00,92,96,96,93,95,89,98,95,87,93,93,96,92,96,95,87,96,91,87,92,90,87,91,96,96,98,98,98,97,87,96,93.36666667
07003AKU,0.11928,6.094506,Akuse,2017,8,15:00,66,81,84,75,73,70,66,58,72,71,78,92,66,72,63,68,68,65,60,60,63,72,60,61,96,73,73,75,70,81,75,71.36666667
07008KRA,-0.0333,7.8167,Kete-Krachi,2017,8,6:00,96,93,92,91,96,90,92,96,92,92,92,96,96,92,94,94,92,96,87,90,96,98,98,96,94,97,92,92,94,94,90,93.46666667
07008KRA,-0.0333,7.8167,Kete-Krachi,2017,8,15:00,82,80,75,72,76,77,76,80,75,64,69,76,73,88,73,82,76,75,68,77,71,80,75,65,94,69,73,76,74,73,76,75.26666667
07017HO-,0.4667,6.6,Ho,2017,8,15:00,80,94,86,71,82,77,67,75,64,76,78,70,81,80,72,73,75,74,63,67,72,76,66,61,96,78,75,74,76,82,92,75.76666667
07017HO-,0.4667,6.6,Ho,2017,8,6:00,92,98,96,96,100,97,97,97,96,95,93,96,96,96,97,97,96,95,96,96,96,95,96,96,96,96,97,96,96,96,97,96.23333333
08010YDI,-0.0167,9.45,Yendi,2017,8,6:00,93,96,95,96,96,98,93,95,97,95,97,98,98,97,96,94,88,96,95,95,97,98,97,97,97,96,96,97,96,94,95,95.83333333
08010YDI,-0.0167,9.45,Yendi,2017,8,15:00,74,66,72,81,92,73,71,76,72,65,69,73,65,89,67,72,67,72,66,67,83,91,73,63,68,71,73,65,70,76,77,72.83333333
14067ABE,-0.74717,6.680267,Abetifi,2017,8,15:00,94,83,86,78,81,77,68,73,68,77,71,80,81,88,74,79,70,71,63,71,68,81,74,71,80,75,77,81,78,80,80,76.13333333
14067ABE,-0.74717,6.680267,Abetifi,2017,8,6:00,100,98,100,96,98,100,99,97,97,96,96,98,97,97,97,96,95,98,99,96,98,99,99,96,96,96,98,96,87,98,97,97
15076AKA,0.8,6.1167,Akatsi,2017,8,15:00,72,85,78,73,71,72,67,72,66,66,72,69,69,82,69,78,65,78,64,65,69,70,63,62,96,75,75,82,70,85,72,72.66666667
04001MAN,-0.2667,11.0167,Manga Bawku,2018,8,15:00,67,56,92,72,75,100,74,72,66,64,64,56,100,85,72,67,67,78,72,85,75,78,72,72,88,85,79,70,72,78,72,75.26666667
04001MAN,-0.2667,11.0167,Manga Bawku,2018,8,15:00,67,56,92,72,75,100,74,72,66,64,64,56,100,85,72,67,67,78,72,85,75,78,72,72,88,85,79,70,72,78,72,75.26666667
07000BOL,-2.4833,9.0333,Bole,2018,8,15:00,60,54,91,76,65,62,79,62,58,66,60,57,70,91,62,71,65,65,66,59,65,84,67,71,87,70,65,63,76,66,62,68.5
14004EJU,-1.3667,7.3833,Ejura,2018,8,15:00,53,57,68,57,57,57,73,49,61,53,56,56,74,59,56,57,56,58,50,51,76,70,67,77,80,59,64,69,60,66,80,62.43333333
14004EJU,-1.3667,7.3833,Ejura,2018,8,15:00,53,57,68,57,57,57,73,49,61,53,56,56,74,59,56,57,56,58,50,51,76,70,67,77,80,59,64,69,60,66,80,62.43333333
14004EJU,-1.3667,7.3833,Ejura,2018,8,15:00,53,57,68,57,57,57,73,49,61,53,56,56,74,59,56,57,56,58,50,51,76,70,67,77,80,59,64,69,60,66,80,62.43333333
15076AKA,0.8,6.1167,Akatsi,2018,8,15:00,67,61,64,65,54,62,64,58,62,66,57,58,96,75,65,68,71,67,70,80,92,91,78,81,83,75,59,74,67,76,72,70.36666667
17036KUM,-1.6,6.7167,Kumasi,2018,8,15:00,66,69,67,65,56,72,83,56,62,61,61,62,84,79,63,67,65,68,65,65,58,59,67,64,77,71,60,59,62,76,81,66.8
17036KUM,-1.6,6.7167,Kumasi,2018,8,15:00,66,69,67,65,56,72,83,56,62,61,61,62,84,79,63,67,65,68,65,65,58,59,67,64,77,71,60,59,62,76,81,66.8
18033TAR,-1.9833,5.3,Tarkwa-U.M.A.T.,2018,8,15:00,66,72,68,60,49,66,71,64,63,70,64,69,80,69,78,69,72,85,90,76,75,89,77,82,86,81,71,71,67,73,85,73.06666667
19004BOB,-1.35,6.6833,Bobiri,2018,8,15:00,64,67,69,70,73,77,82,56,66,66,70,67,86,89,68,74,71,70,69,69,76,82,77,87,78,74,70,71,74,78,83,73.63333333
22050KDA,0.270833,6.086389,Koforidua,2018,8,6:00,90,90,92,92,92,87,84,91,90,93,91,90,91,95,93,92,89,89,90,88,89,89,95,91,93,93,95,92,93,93,91,91.1
22050KDA,-0.25,6.0833,Koforidua,2018,8,6:00,90,90,92,92,92,87,84,91,90,93,91,90,91,95,93,92,89,89,90,88,89,89,95,91,93,93,95,92,93,93,91,91.1
22050KDA,-0.25,6.0833,Koforidua,2018,8,6:00,90,90,92,92,92,87,84,91,90,93,91,90,91,95,93,92,89,89,90,88,89,89,95,91,93,93,95,92,93,93,91,91.1
22050KDA,0.270833,6.086389,Koforidua,2018,8,15:00,61,63,66,70,47,66,66,54,69,63,57,63,83,65,59,64,61,58,61,63,60,80,78,91,78,80,59,73,65,71,66,66.63333333
22050KDA,-0.25,6.0833,Koforidua,2018,8,15:00,61,63,66,70,47,66,66,54,69,63,57,63,83,65,59,64,61,58,61,63,60,80,78,91,78,80,59,73,65,71,66,66.63333333
22050KDA,-0.25,6.0833,Koforidua,2018,8,15:00,61,63,66,70,47,66,66,54,69,63,57,63,83,65,59,64,61,58,61,63,60,80,78,91,78,80,59,73,65,71,66,66.63333333
23022SAL,-1.0667,5.2,Saltpond,2018,8,6:00,95,96,97,94,91,93,92,92,95,94,96,96,94,97,98,98,98,95,97,94,93,98,100,98,98,98,95,97,96,98,98,95.86666667
23022SAL,-1.0667,5.2,Saltpond,2018,8,15:00,75,80,81,74,69,75,81,80,82,86,82,81,96,85,84,87,89,87,87,82,88,100,93,94,85,84,84,87,85,82,87,84.56666667
23024TEM,0.001579,5.632253,Tema,2018,8,15:00,72,85,75,81,73,76,78,79,78,80,77,79,87,78,77,79,85,85,79,69,84,82,87,77,84,95,84,81,76,80,82,80.4
01018WEN,-2.1,7.75,Wenchi,2018,8,6:00,90,91,92,92,90,89,91,91,87,93,92,91,91,96,95,96,92,93,88,92,94,98,96,95,96,96,96,96,97,96,96,93.26666667
01018WEN,-2.1,7.75,Wenchi,2018,8,15:00,58,58,68,66,58,56,71,52,69,60,62,60,65,77,66,60,65,74,68,57,95,72,90,75,84,73,63,69,76,74,83,68.86666667
01032SUN,-2.329861,7.359216,Sunyani,2018,8,15:00,61,58,67,66,56,62,71,56,65,60,65,58,68,66,65,61,63,66,61,63,63,88,68,70,81,85,66,81,77,75,76,67.56666667
01013WA-,-2.5,10.05,Wa,2018,8,6:00,93,92,88,92,92,92,92,96,92,88,92,88,88,97,97,95,92,96,92,96,84,94,96,96,96,92,92,88,98,95,96,92.8
01013WA-,-2.5,10.05,Wa,2018,8,15:00,66,59,88,78,72,60,83,69,53,63,59,55,65,64,57,71,76,74,66,59,71,85,64,63,78,67,70,59,70,64,81,68.1
01032SUN,-2.329861,7.359216,Sunyani,2018,8,6:00,91,91,92,95,91,87,90,91,88,91,87,91,89,92,92,92,92,96,84,92,93,92,94,93,96,94,96,92,94,92,94,91.76666667
04003NAV,-1.083188,10.878416,Navrongo,2018,8,6:00,92,87,89,92,91,93,95,96,83,88,96,91,87,92,92,92,92,96,93,93,96,97,96,92,96,96,92,93,91,96,98,92.7
04003NAV,-1.083188,10.878416,Navrongo,2018,8,15:00,59,60,88,65,67,66,88,64,58,59,60,52,88,78,61,62,60,70,69,66,69,69,81,91,75,71,73,74,72,67,64,69.56666667
07000BOL,-2.4833,9.0333,Bole,2018,8,6:00,95,94,91,95,96,91,93,91,95,91,91,89,89,94,93,94,92,96,95,87,91,95,94,91,96,95,91,94,96,91,96,92.9
07003AKU,0.11928,6.094506,Akuse,2018,8,6:00,87,87,91,92,94,83,84,87,86,87,91,88,82,98,96,94,96,92,92,88,86,96,96,92,92,96,96,96,93,92,90,91.1
07003AKU,0.11928,6.094506,Akuse,2018,8,15:00,55,58,63,63,33,57,61,51,60,63,53,58,92,69,60,58,62,60,60,59,87,75,72,78,72,85,62,72,64,67,67,64.7
07008KRA,-0.0333,7.8167,Kete-Krachi,2018,8,6:00,96,92,88,96,94,83,92,92,92,94,92,90,96,94,94,94,94,94,96,92,98,96,96,94,96,96,95,96,96,96,96,93.8
07008KRA,-0.0333,7.8167,Kete-Krachi,2018,8,15:00,64,73,70,70,67,68,71,59,69,66,65,61,80,67,71,68,73,73,76,92,90,93,86,94,84,76,66,67,76,78,75,74.13333333
23003TDI,-1.774393,4.893534,Takoradi,2019,8,6:00,98,96,96,97,97,96,96,96,97,97,97,97,97,97,99,97,96,98,95,97,97,96,96,100,97,95,98,96,97,95,95,96.66666667
23003TDI,-1.774393,4.893534,Takoradi,2019,8,15:00,82,88,79,78,82,85,91,86,84,82,69,80,92,84,86,85,85,81,85,85,86,73,96,89,85,85,80,79,80,82,81,83.43333333
23022SAL,-1.0667,5.2,Saltpond,2019,8,6:00,97,97,95,96,96,96,97,96,95,100,94,96,97,96,96,96,96,97,96,96,96,94,96,96,96,98,96,98,96,96,92,96.06666667
23022SAL,-1.0667,5.2,Saltpond,2019,8,15:00,84,88,82,84,85,86,88,82,85,82,81,88,88,83,82,82,85,79,87,87,89,82,92,87,91,83,80,84,76,85,84,84.56666667
23001AXM,-2.2333,4.8667,Axim,2019,8,15:00,77,84,77,76,78,86,80,89,92,84,79,80,93,81,80,82,84,79,84,90,86,86,91,85,88,81,75,77,77,80,86,83
23001AXM,-2.2333,4.8667,Axim,2019,8,15:00,77,84,77,76,78,86,80,89,92,84,79,80,93,81,80,82,84,79,84,90,86,86,91,85,88,81,75,77,77,80,86,83
23001AXM,-2.2333,4.8667,Axim,2019,8,6:00,93,90,88,92,89,89,97,96,95,96,97,94,96,96,95,96,97,97,94,94,97,95,95,97,94,95,98,92,92,88,95,94.2
23001AXM,-2.2333,4.8667,Axim,2019,8,6:00,93,90,88,92,89,89,97,96,95,96,97,94,96,96,95,96,97,97,94,94,97,95,95,97,94,95,98,92,92,88,95,94.2
07003AKU,0.11928,6.094506,Akuse,2019,8,6:00,92,88,90,96,95,94,92,86,92,92,90,93,87,90,96,92,96,92,85,86,95,87,86,88,92,95,85,90,95,86,91,90.73333333
07003AKU,0.11928,6.094506,Akuse,2019,8,15:00,67,72,70,60,70,65,69,59,62,62,53,64,64,65,61,65,57,58,61,65,71,53,70,82,67,65,62,60,58,56,78,64.13333333
23024TEM,0.001579,5.632253,Tema,2019,8,6:00,92,91,92,93,92,93,93,88,88,92,95,88,86,96,97,93,89,92,94,92,94,95,86,93,92,90,88,88,92,88,94,91.46666667
23024TEM,0.001579,5.632253,Tema,2019,8,15:00,82,79,77,79,81,77,76,81,81,80,75,75,74,80,85,73,78,78,81,82,81,77,85,79,85,85,82,80,80,77,88,79.7
22050KDA,0.270833,6.086389,Koforidua,2019,8,6:00,92,90,89,95,92,93,92,93,89,92,89,93,89,86,91,92,89,92,87,88,91,92,90,89,91,92,89,91,90,88,94,90.6
22050KDA,-0.25,6.0833,Koforidua,2019,8,6:00,92,90,89,95,92,93,92,93,89,92,89,93,89,86,91,92,89,92,87,88,91,92,90,89,91,92,89,91,90,88,94,90.6
22050KDA,-0.25,6.0833,Koforidua,2019,8,6:00,92,90,89,95,92,93,92,93,89,92,89,93,89,86,91,92,89,92,87,88,91,92,90,89,91,92,89,91,90,88,94,90.6
22050KDA,0.270833,6.086389,Koforidua,2019,8,15:00,66,73,70,62,66,71,67,64,72,65,54,67,72,72,62,63,66,62,55,66,72,62,79,79,73,63,54,68,62,68,89,67.26666667
22050KDA,-0.25,6.0833,Koforidua,2019,8,15:00,66,73,70,62,66,71,67,64,72,65,54,67,72,72,62,63,66,62,55,66,72,62,79,79,73,63,54,68,62,68,89,67.26666667
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2018,8,6:00,92,92,93,92,92,93,90,89,88,92,90,90,86,89,91,96,93,89,88,90,90,94,97,94,96,97,93,93,92,92,94,91.83333333
16015BEK,-2.32108,6.196459,Sefwi Bekwai,2018,8,15:00,62,58,62,64,52,65,68,52,62,59,56,55,65,63,65,65,60,60,70,61,75,90,69,77,96,89,61,70,67,73,87,67.2
17009KSI,-1.591642,6.716932,Kumasi,2018,8,15:00,58,71,67,65,59,68,81,57,64,59,65,63,69,77,61,66,61,63,66,61,61,70,66,74,81,76,66,68,67,85,73,67.66666667
04027BOL,-0.8667,10.8,Bolgatanga,2018,8,6:00,87,91,100,87,92,84,100,96,91,88,88,84,84,96,91,84,84,96,91,88,96,91,96,88,100,100,96,92,96,91,96,91.9
23003TDI,-1.774393,4.893534,Takoradi,2018,8,15:00,73,77,80,70,69,70,75,78,79,78,81,76,96,82,82,85,86,93,82,70,66,92,85,84,87,82,82,81,80,78,86,80.4
23001AXM,-2.2333,4.8667,Axim,2018,8,6:00,79,82,85,83,93,80,78,82,84,87,88,86,85,91,92,95,94,94,92,96,98,97,98,97,95,96,92,96,93,94,95,90.6
23001AXM,-2.2333,4.8667,Axim,2018,8,6:00,79,82,85,83,93,80,78,82,84,87,88,86,85,91,92,95,94,94,92,96,98,97,98,97,95,96,92,96,93,94,95,90.6
23001AXM,-2.2333,4.8667,Axim,2018,8,15:00,70,74,71,72,66,66,74,70,77,75,75,76,85,78,80,84,86,90,81,92,81,96,81,85,82,78,72,82,79,80,81,78.96666667
23001AXM,-2.2333,4.8667,Axim,2018,8,15:00,70,74,71,72,66,66,74,70,77,75,75,76,85,78,80,84,86,90,81,92,81,96,81,85,82,78,72,82,79,80,81,78.96666667
07006TLE,-0.862408,9.55385,Tamale,2018,8,6:00,90,84,81,95,93,91,91,96,91,87,88,88,95,96,94,92,88,94,92,92,96,95,93,92,97,93,92,92,94,96,96,92.13333333
07006TLE,-0.862408,9.55385,Tamale,2018,8,15:00,53,60,80,65,71,63,89,63,53,61,57,53,83,75,63,68,68,77,69,61,74,64,79,96,74,72,70,62,77,77,70,69.8
01000BAB,-2.816667,10.5167,Babile,2018,8,15:00,60,55,84,68,65,58,88,62,50,88,58,48,66,65,58,64,64,81,68,56,55,62,52,56,58,58,58,58,91,68,71,64.43333333
04027BOL,-0.8667,10.8,Bolgatanga,2018,8,15:00,58,61,84,66,66,69,88,65,67,58,61,47,83,81,61,61,61,72,67,72,75,68,72,95,61,74,72,78,68,69,72,69.8
04001MAN,-0.2667,11.0167,Manga Bawku,2018,8,6:00,96,100,96,87,96,92,95,96,92,88,100,100,92,91,87,92,84,96,96,100,91,96,91,96,96,96,96,96,96,92,87,93.76666667
